product_url,product_name,brand,is_original,final_price,old_price,discount,rating,reviews_count,delivery_time,market
/product/busy-iz-chernoy-shpineli-5-mm-zamok-iz-serebra-925-proby-s-udlinitelem-3-sm-1576481890/?at=z6tOz78QqcoNvKwqCmoDD2ET1Pwj4QHorWOxDTLYD0JB&keywords=%D0%B6%D0%B5%D0%BD%D1%81%D0%BA%D0%BE%D0%B5+%D1%83%D0%BA%D1%80%D0%B0%D1%88%D0%B5%D0%BD%D0%B8%D0%B5,"Бусы из Черной Шпинели 5 мм, замок из серебра 925 пробы с удлинителем 3 см",,False,3176.0,7701.0,−58%,5.0,22.0,7 марта,SL
/product/zakolka-krab-10-sht-1843570860/?at=qQtJvVLKNc2EmKOsD1kogKSPz9Go6UJY8MXAUxp746n&keywords=%D0%B6%D0%B5%D0%BD%D1%81%D0%BA%D0%BE%D0%B5+%D1%83%D0%BA%D1%80%D0%B0%D1%88%D0%B5%D0%BD%D0%B8%D0%B5,Заколка-краб 10 шт.,,False,375.0,1971.0,−80%,4.9,12.0,Завтра,SL
/product/nabor-zakolok-dlya-volos-s-zhemchugom-1750586485/?at=57tw12g59cVNMmvKf8M8Y1ATNqEgqBiyp659phx64n19&keywords=%D0%B6%D0%B5%D0%BD%D1%81%D0%BA%D0%BE%D0%B5+%D1%83%D0%BA%D1%80%D0%B0%D1%88%D0%B5%D0%BD%D0%B8%D0%B5,Набор заколок для волос с жемчугом,,False,285.0,1200.0,−76%,4.9,46.0,Завтра,SL
/product/koltso-serebryanoe-zhenskoe-koltso-s-fioletovym-kamnem-bizhuteriya-1796047451/?at=nRtrVklADTnZqklUYYAAG3tXJ3ZJHm4oPx2IxAR7Zm&keywords=%D0%B6%D0%B5%D0%BD%D1%81%D0%BA%D0%BE%D0%B5+%D1%83%D0%BA%D1%80%D0%B0%D1%88%D0%B5%D0%BD%D0%B8%D0%B5,"Кольцо серебряное женское, кольцо с фиолетовым камнем, бижутерия",,False,400.0,1200.0,−66%,4.9,1148.0,6 марта,SL
/product/tsepochka-na-sheyu-1552215285/?at=jYtZ0VlKmSjGN1J3F66v3gjswXpN2OSO3JwLKFPj5OrG&keywords=%D0%B6%D0%B5%D0%BD%D1%81%D0%BA%D0%BE%D0%B5+%D1%83%D0%BA%D1%80%D0%B0%D1%88%D0%B5%D0%BD%D0%B8%D0%B5,Цепочка на шею,,False,273.0,3990.0,−93%,4.8,338.0,6 марта,SL
/product/sparkle-box-koltso-razemnoe-1580962014/?at=36tWvO76KsXmo4WOf9E4vxriVN9Mx4svPwX13UqnYW5g&keywords=%D0%B6%D0%B5%D0%BD%D1%81%D0%BA%D0%BE%D0%B5+%D1%83%D0%BA%D1%80%D0%B0%D1%88%D0%B5%D0%BD%D0%B8%D0%B5,Sparkle Box Кольцо Разъемное,,False,273.0,940.0,−70%,4.9,1064.0,Завтра,SL
/product/tsepochka-na-sheyu-1552215264/?at=jYtZ0VlKmS24mz3Mikk9nKXhW0p17jsWV2EAEslpvmMm&keywords=%D0%B6%D0%B5%D0%BD%D1%81%D0%BA%D0%BE%D0%B5+%D1%83%D0%BA%D1%80%D0%B0%D1%88%D0%B5%D0%BD%D0%B8%D0%B5,Цепочка на шею,,False,292.0,1290.0,−77%,4.9,126.0,Завтра,SL
/product/sergi-kongo-transformery-asimmetrichnye-serezhki-bizhuteriya-koltsa-zhenskie-podarok-devochke-1723237650/?at=57tw12g59cO84Ejlf1PqD64TN1ln8JH94yxPji7G0QLX&keywords=%D0%B6%D0%B5%D0%BD%D1%81%D0%BA%D0%BE%D0%B5+%D1%83%D0%BA%D1%80%D0%B0%D1%88%D0%B5%D0%BD%D0%B8%D0%B5,Серьги конго трансформеры асимметричные / сережки бижутерия кольца женские / подарок девочке,,False,274.0,799.0,−65%,4.9,26.0,Завтра,SL
/product/busy-iz-mayorki-6-mm-zamok-iz-serebra-925-proby-s-udlinitelem-3-sm-1826703438/?at=6WtZJqVjmS5lGxJkHJRM8YgIKOrXKAu3gkR7LfEPyvXX&keywords=%D0%B6%D0%B5%D0%BD%D1%81%D0%BA%D0%BE%D0%B5+%D1%83%D0%BA%D1%80%D0%B0%D1%88%D0%B5%D0%BD%D0%B8%D0%B5,"Бусы из Майорки 6 мм, замок из серебра 925 пробы с удлинителем 3 см",,False,924.0,3366.0,−72%,4.9,30.0,7 марта,SL
/product/braslet-naturalnyy-koshachiy-glaz-braslet-iz-naturalnogo-kamnya-1675366307/?at=jYtZ0VlKmSxm8LB1iEBY0DWIrmvloLsAVokJoClZO183&keywords=%D0%B6%D0%B5%D0%BD%D1%81%D0%BA%D0%BE%D0%B5+%D1%83%D0%BA%D1%80%D0%B0%D1%88%D0%B5%D0%BD%D0%B8%D0%B5,"Браслет натуральный Кошачий глаз, Браслет из натурального камня",,False,434.0,2690.0,−83%,4.9,94.0,Завтра,SL
