product_url,product_name,brand,is_original,final_price,old_price,discount,rating,reviews_count,delivery_time,market
/product/koltso-zhenskoe-c-fianitami-zoloto-375-proby-karatov-1045776858/?at=16tLXlp0yHGGrw57cEqpvNPTl7NK0Zh407xVJuM8X1Jk&keywords=%D0%B6%D0%B5%D0%BD%D1%81%D0%BA%D0%BE%D0%B5+%D1%83%D0%BA%D1%80%D0%B0%D1%88%D0%B5%D0%BD%D0%B8%D0%B5,"Кольцо женское c фианитами, золото 375 пробы, KARATOV",KARATOV,True,3827,9168,−58%,4.9,1587.0,Завтра,OZON
/product/ozherele-zhenskoe-tsepochka-s-kulonom-podveska-serdtse-1452235688/?at=oZt6mQX1NT3ZvmpPsZ01wRIAPW5KATA1X2r7Czr5wNL&keywords=%D0%B6%D0%B5%D0%BD%D1%81%D0%BA%D0%BE%D0%B5+%D1%83%D0%BA%D1%80%D0%B0%D1%88%D0%B5%D0%BD%D0%B8%D0%B5,"Ожерелье женское, цепочка с кулоном, подвеска сердце",,False,224,259,−13%,4.8,865.0,Завтра,OZON
/product/flevo-tsepochka-dvoynoe-ozherele-931715519/?at=GRt296JPxIylBwLoiWQ4Mp5hMm0mk6iKWkw57fA5jyEX&keywords=%D0%B6%D0%B5%D0%BD%D1%81%D0%BA%D0%BE%D0%B5+%D1%83%D0%BA%D1%80%D0%B0%D1%88%D0%B5%D0%BD%D0%B8%D0%B5,Flevo Цепочка Двойное ожерелье,,False,235,600,−60%,4.8,12831.0,Завтра,OZON
/product/tsepochka-na-tsepochke-1604478312/?at=Z8tXY0MwZhVXmYYpULLQ7AgFkgEY9GHwgNZxRF6L7MJE&keywords=%D0%B6%D0%B5%D0%BD%D1%81%D0%BA%D0%BE%D0%B5+%D1%83%D0%BA%D1%80%D0%B0%D1%88%D0%B5%D0%BD%D0%B8%D0%B5,Цепочка На цепочке,,False,171,999,−82%,4.9,4676.0,Завтра,OZON
/product/aclon-kole-880961583/?at=57tw120zmc2qDGY1UM81o0OF69gA7nuvEYryxFGplV4w&keywords=%D0%B6%D0%B5%D0%BD%D1%81%D0%BA%D0%BE%D0%B5+%D1%83%D0%BA%D1%80%D0%B0%D1%88%D0%B5%D0%BD%D0%B8%D0%B5,ACLON Колье,,False,1441,4000,−63%,4.5,22.0,7 марта,OZON
/product/kole-dvoynoe-ozherele-957327876/?at=83tBgEjAVunwEQgXS4pBz5Vcj4YVQOCZRWLxXCZonG98&keywords=%D0%B6%D0%B5%D0%BD%D1%81%D0%BA%D0%BE%D0%B5+%D1%83%D0%BA%D1%80%D0%B0%D1%88%D0%B5%D0%BD%D0%B8%D0%B5,Колье Двойное ожерелье,Стало дешевле,False,225,699,−67%,4.6,2804.0,Завтра,OZON
/product/choker-iz-gematita-s-serdtsem-bizhuteriya-1548149765/?at=oZt6mQX1NT1KyBGluR4lGZ9C6GZDQLtzA7YyoUZ6pRl8&keywords=%D0%B6%D0%B5%D0%BD%D1%81%D0%BA%D0%BE%D0%B5+%D1%83%D0%BA%D1%80%D0%B0%D1%88%D0%B5%D0%BD%D0%B8%D0%B5,Чокер из гематита с сердцем бижутерия,,False,504,3000,−83%,4.9,1469.0,Завтра,OZON
/product/a-accessorize-braslet-parnyy-778719870/?at=16tLXlp0yHG2rwBku2EqX4Mc0Q4y61t85GB54i67ORVQ&keywords=%D0%B6%D0%B5%D0%BD%D1%81%D0%BA%D0%BE%D0%B5+%D1%83%D0%BA%D1%80%D0%B0%D1%88%D0%B5%D0%BD%D0%B8%D0%B5,A.Accessorize Браслет парный,,False,247,550,−55%,4.8,1116.0,Завтра,OZON
/product/komplekt-zhenskoy-bizhuterii-nabor-ukrasheniy-sergi-i-tsepochka-s-podveskoy-rozovoe-serdtse-1472679476/?at=08tYzp29Oc9PoyJKcQyNWKBUyrLoRAFV6PpRZUqOwyKR&keywords=%D0%B6%D0%B5%D0%BD%D1%81%D0%BA%D0%BE%D0%B5+%D1%83%D0%BA%D1%80%D0%B0%D1%88%D0%B5%D0%BD%D0%B8%D0%B5,"Комплект женской бижутерии, набор украшений Серьги и цепочка с подвеской розовое Сердце",,False,240,549,−56%,4.9,1066.0,Завтра,OZON
/product/sidorina-sofia-choker-kole-1241537713/?at=BrtzNyVkQinnrM73uPr84G3CJKzPQKu78P24PUWmrRME&keywords=%D0%B6%D0%B5%D0%BD%D1%81%D0%BA%D0%BE%D0%B5+%D1%83%D0%BA%D1%80%D0%B0%D1%88%D0%B5%D0%BD%D0%B8%D0%B5,SIDORINA SOFIA Чокер Колье,,False,152,1200,−87%,4.9,1041.0,Завтра,OZON
